station_code,sta_lat,sta_lon
N2OHR,14.5875,36.4485
HU.RBN,14.219000000000001,45.50516666666667
HU.TNK,14.412666666666667,44.88016666666667
HU.TOI,14.2455,44.29683333333333
HU.HRK,14.624833333333333,43.4885
HU.NBT,14.753333333333332,43.650166666666664
HU.RUS,14.927,44.16683333333334
HU.URH,14.57,43.036833333333334
HU.MYR,14.633500000000002,42.39683333333333
HU.MUJ,14.465333333333334,42.305166666666665
HU.HIC,14.488166666666666,42.9785
HU.HAM,14.245999999999999,43.75516666666667
HU.HSS,14.2455,42.971833333333336
HU.SKB,14.532833333333333,43.3085
HU.OKT,14.555666666666667,42.26683333333333
HU.ESH,14.174166666666666,41.91683333333333
HU.MOS,14.579333333333333,41.5785
HU.MSK,14.347166666666666,43.1235
HU.SRK,14.024000000000001,41.530166666666666
HU.TMU,14.530666666666667,43.356833333333334
HU.OKS,14.678333333333333,42.22683333333334
HU.RBS,14.201166666666666,45.3785
HU.TUR,14.331166666666666,44.56183333333333
HU.AIB,14.525666666666666,43.99183333333333
HU.KNP,14.608166666666666,43.87683333333333
HU.SYJ,14.183,43.511833333333335
HU.AKK,14.756333333333334,43.04183333333333
HU.IWN,14.542333333333334,42.73016666666666
HU.KMU,14.546833333333332,42.3135
HU.MSN,14.420833333333333,42.50683333333333
HU.STD,14.2945,43.596833333333336
HU.AKA,14.231666666666667,43.371833333333335
HU.IMG,14.140333333333333,42.47683333333333
HU.KIW,14.615833333333333,42.16683333333333
HU.KKJ,14.022333333333334,41.900166666666664
HU.GAM,14.0285,41.6235
HU.TES,14.7655,43.50683333333333
HU.OON,14.138833333333334,41.966833333333334
HU.NMR,14.9715,43.375166666666665
HU.ERM,14.653333333333332,42.026833333333336
HU.MSR,14.454333333333333,44.3685
HU.ODT,14.895,43.591833333333334
HU.HTU,15.008166666666666,43.27516666666667
HU.MED,14.275333333333334,43.2485
HU.NKN,14.309333333333333,43.1685
HU.STZ,14.327666666666666,43.00683333333333
HU.KMI,14.684166666666668,42.15683333333333
HU.ASA,14.476166666666666,44.140166666666666
HU.NNB,14.235833333333332,42.51183333333333
HU.NTK,14.5355,42.3985
HU.TKD,14.514166666666666,43.2885
M.KOB1,14.761166666666666,41.720166666666664
M.KOB2,14.8895,42.0085
M.KOB3,14.877333333333333,42.2785
HU.NIT,14.7195,43.62683333333334
HU.KUT,14.705166666666665,43.606833333333334
HU2MSR,14.452,44.3685
HU2MSN,14.421333333333333,42.500166666666665
HU.MDD,14.846,43.723499999999994
HU3MSN,14.518333333333334,42.5685
HU.MSU,14.727166666666667,43.59016666666666
HU.NUK,14.541166666666667,43.37016666666667
HU.MUD,14.432,42.478500000000004
HU.NER,14.415833333333333,44.92183333333333
HU2MOS,14.5815,41.59016666666667
HU2RUS,14.926166666666667,44.161833333333334
HU2NUK,14.543333333333335,43.511833333333335
HU2ODT,14.895,43.60183333333333
HU.MTD,14.544666666666666,41.6285
HU.STN,14.422166666666667,44.87683333333333
TU.OGA,14.6755,39.9085
TU.NIB,14.110166666666668,39.86683333333333
TU.HOJ,14.020666666666667,39.426833333333335
TU.SNR,14.3235,39.18683333333333
TU.KWT,14.1565,38.8085
TU.TB2,14.603333333333333,39.33016666666666
TU.YMZ,14.0945,37.02183333333333
TU.IWK,14.127833333333333,37.29516666666667
HR.MMA,14.11,41.261833333333335
HR.HRD,14.173666666666666,40.618500000000004
TU.KG2,14.278333333333334,39.441833333333335
TU.SKT,14.696666666666667,38.95016666666666
TU.HS5,14.296666666666667,40.5485
TU.MR3,14.122333333333334,38.63016666666667
TU.MY3,14.393333333333333,39.68183333333334
TU.FUT,14.062166666666668,40.2935
TU.SAW,14.1685,39.4585
TU.HMK,14.256166666666667,39.8585
TU.ATM,14.708666666666668,38.578500000000005
TU.KMF,14.097166666666666,38.3385
TU.SBT,14.6505,37.98516666666667
TU.KTA,14.142000000000001,37.81683333333333
TU.KNY,14.605500000000001,37.43183333333333
TU.MAI,14.6715,37.25516666666667
HR.TMR,14.250499999999999,41.1085
TU.SAD,14.385833333333332,38.34516666666667
TU.WYG,14.286333333333333,38.8235
TU.FD2,14.2715,40.1185
TU.FKU,14.661666666666667,40.6435
TU.HD3,14.281333333333333,41.36683333333333
TU.IW3,14.110833333333334,39.60183333333333
TU.EN3,14.314333333333334,38.5285
TU.SWU,14.189,39.540166666666664
HR.IWS,14.706833333333334,40.58683333333334
TU.HSK,14.296166666666666,40.54683333333333
TU.MYK,14.397333333333334,39.676833333333335
TU.AOB,14.0935,38.25516666666667
E.SOB1,14.589166666666667,39.16683333333333
E.SOB2,14.567666666666666,39.23016666666667
E.SOB3,14.531333333333334,39.35183333333333
TU.GJM,14.1125,39.9985
TU.TAZ,14.201,39.743500000000004
TU.KSN,14.246666666666666,39.06516666666667
TU.SN3,14.330333333333332,39.20183333333333
TU.KN5,14.299333333333333,38.3635
TU.NSK,14.092,39.86183333333334
TU.DIT,14.288666666666666,39.19016666666666
TU.KRS,14.316833333333333,39.411833333333334
TU.AT2,14.7085,38.621833333333335
LG.SBG,14.289333333333333,40.710166666666666
LG.UTB,14.200833333333334,40.525166666666664
LG.OAT,14.199,40.746833333333335
LG.IKM,14.233333333333334,41.4835
LG.NKD,14.309000000000001,40.4985
E.IMT1,14.1205,39.1985
E.IMT2,14.237,39.11683333333333
E.IMT3,14.105333333333334,38.886833333333335
TU.UGI,14.134500000000001,38.84016666666666
TU.GNY,14.116,38.94683333333334
TU.GTO,14.157833333333334,39.29516666666667
TU.ISB,14.155166666666668,39.261833333333335
E.TAIW,14.1165,38.47016666666667
HU.P01,14.254,39.90516666666667
KU.PKU,14.225,38.7235
DP.HIZ,14.232166666666666,38.92683333333333
NU.TP1,14.3575,39.71516666666667
TU5KNQ,14.299333333333333,38.3635
HR2HRD,14.174,40.63183333333333
TU.AO5,14.094333333333333,38.27183333333333
TU2KNY,14.605666666666668,37.43683333333333
N.TYO,14.112166666666667,36.1385
N.ISS,14.534666666666666,36.44183333333333
N.NGO,14.471,37.52183333333333
N.ANJ,14.223333333333333,35.0685
N.HAZ,14.272333333333332,34.835166666666666
N.HOU,14.341,35.00183333333333
N.KSG,14.134666666666666,35.4285
N.SYK,14.197833333333334,36.2035
N.TKR,14.585333333333335,35.8285
N.TKN,14.126333333333333,34.93683333333333
N.NUK,14.316,34.94016666666666
N.TYH,14.256833333333333,34.7935
N.TKT,14.193999999999999,35.5385
N.YOK,14.156333333333333,35.000166666666665
N.OYM,14.1335,34.911833333333334
N.WAT,14.136666666666667,34.38183333333333
N.FRK,14.215,36.3485
N.ASH,14.270499999999998,35.243500000000004
N.KGI,14.223666666666666,35.3585
N.NEO,14.1635,35.775166666666664
N.URS,14.069166666666666,34.67183333333333
GI.OMA,14.410333333333332,34.6335
M.HOBS,14.574666666666666,35.030166666666666
DP.TDO,14.557333333333332,37.4385
DP.OJK,14.554166666666667,37.31016666666667
DP.YMK,14.502333333333333,37.34016666666666
DP.OSK,14.222833333333334,36.19683333333333
OK.KOM,14.533,35.25183333333334
OK.OWD,14.518666666666666,35.3635
OK.KIN,14.510666666666667,35.386833333333335
OK.MHK,14.5315,35.335166666666666
OK.KZR,14.581833333333332,35.3085
OK.KZY,14.5315,35.3385
OK.TNM,14.590166666666667,35.38183333333333
OK.SSN,14.525333333333332,35.27016666666667
E.AKIS,14.2315,37.3785
E.ATRG,14.209666666666667,37.25183333333333
KU.MUY,14.153166666666666,37.45516666666667
KU.MSD,14.132333333333333,37.29183333333333
E.NSYM,14.538666666666666,37.47016666666667
GS.ICU,14.138,33.90183333333333
GI.TSK,14.09,36.106833333333334
GS.MYM,14.0315,34.22516666666667
GS.TYS,14.224666666666666,35.106833333333334
GS.ITA,14.162833333333332,34.48016666666667
GS.ANO,14.101666666666667,34.82183333333333
OK.YGW,14.589833333333333,35.31516666666666
NU.MUR,14.258999999999999,35.901833333333336
NU2NGR,14.317666666666666,35.988499999999995
GS.NSZ,14.272333333333332,34.9435
GS3MYM,14.031666666666666,34.22516666666667
DP.YKE,14.283333333333333,36.3335
DP2FMJ,14.227,36.55683333333333
E3DDR,14.539833333333332,36.030166666666666
DP2AMJ,14.192666666666666,36.290166666666664
E2ASI,14.266833333333333,36.2035
E2MTU,14.253166666666667,36.53183333333333
E.YUOS,14.211166666666665,37.6485
E.IDES,14.2765,37.500166666666665
DP.ABU,13.953999999999999,34.981833333333334
DP.TNJ,13.894,35.04516666666667
DP.WTJ,13.931833333333334,35.305166666666665
DP.KGM,13.996333333333334,35.17516666666666
DP.OHM,14.0805,35.27016666666666
DP.KTN,13.935833333333333,34.8485
DP.IKD,13.690166666666666,34.180166666666665
DP.ISI,13.822166666666666,34.155166666666666
DP.SNT,13.684333333333333,35.536833333333334
DP.OYT,13.879833333333334,35.40016666666667
DP.MZT,13.808666666666666,35.048500000000004
DP.TTT,13.751833333333334,35.5285
DP.QMT,13.5965,35.16683333333334
DP.KMJ,14.052666666666667,36.375166666666665
DP.KAJ,14.075166666666668,36.0685
DP.AZJ,14.171,35.603500000000004
DP.HKJ,14.059666666666665,36.00683333333333
DP.KTJ,14.3405,36.430166666666665
DP.NRJ,14.251833333333334,36.66016666666667
DP.NNJ,14.212,36.99183333333333
DP.HRJ,14.304666666666666,37.4085
DP.MYO,14.001000000000001,35.03516666666666
DP.YGI,13.892333333333333,35.1135
DP.KHK,14.042833333333332,35.30683333333333
DP.BHO,13.953333333333333,35.3785
DP.UJT,13.988166666666666,34.87016666666667
DP.RKO,13.982333333333333,34.77016666666667
DP.KMN,13.819833333333333,33.8485
DP.SON,13.734333333333332,34.25183333333333
DP.KYT,13.731166666666667,35.5235
DP.CZT,13.807666666666666,35.32683333333333
DP.HMT,13.874,35.346833333333336
DP.IZT,13.8015,35.0535
DP.TRT,13.548833333333334,35.1535
DP.FKJ,14.1205,36.2235
DP.MHJ,14.059333333333333,35.536833333333334
DP.IMJ,14.149999999999999,35.8135
DP.AMJ,14.191833333333333,36.27183333333333
DP.FMJ,14.226666666666667,36.55683333333333
DP.AHJ,14.309333333333333,36.981833333333334
E.MSK,13.4525,33.470166666666664
E.FTG,13.316166666666668,33.593500000000006
KC.MUT,13.690833333333334,33.400166666666664
KC.KUB,13.616166666666667,33.286833333333334
GS.IKH,13.813666666666666,34.6385
GS.TKZ,14.016333333333334,34.85850000000001
GS.NGR,14.0125,34.4235
GS.BND,13.730666666666666,34.24516666666667
DP.TOS,13.863666666666667,34.69683333333333
E.OIC,13.998166666666666,34.12016666666667
E.HNM,13.897166666666667,33.905166666666666
E.SRT,13.967,34.2835
E.SHR,13.939333333333334,33.78183333333333
E.MJY,13.8605,33.84683333333333
E.NKR,13.553666666666667,35.04183333333333
E.SHK,13.411333333333333,34.56183333333333
E.HJO,13.546166666666666,34.08183333333333
KC.IHR,13.6685,33.76349999999999
KC.UMJ,13.710999999999999,33.695166666666665
KC.AKR,13.686166666666667,33.67183333333333
E.HGU,13.995333333333333,33.911833333333334
M.MOB1,13.802499999999998,32.433499999999995
M.MOB2,13.728,32.74683333333333
DP2KTN,13.930333333333333,34.8835
DP2MZT,13.811166666666667,35.05016666666667
DP.MYG,14.202666666666667,36.4735
DP.TYJ,14.355833333333333,36.6385
KC.DOI,13.594833333333334,34.091833333333334
DP2ABU,13.952666666666666,34.97016666666667
E.WKME,13.997833333333334,34.29183333333333
E.KKW,13.9795,33.941833333333335
E.ARD,13.992333333333335,34.14183333333334
E.KZG,13.992166666666668,33.6035
E.OZK,13.866333333333333,34.2785
E.KRS,13.973666666666666,34.478500000000004
E.NGA,13.499333333333334,33.56683333333333
KC.AOU,13.668,33.90683333333333
KC.WMY,13.5745,33.74016666666667
DP.KRT,13.837833333333332,35.563500000000005
DP2KRT,13.843,35.57016666666667
GS.TNN,13.895166666666666,34.74183333333333
GS.KRY,13.981166666666667,34.651833333333336
GS.HTS,14.102833333333333,35.19683333333333
GS.ING,13.907666666666668,34.95016666666667
GS.YST,13.824833333333334,35.0035
GS.HNO,13.9375,35.24683333333333
GS.OHR,14.052666666666667,35.2035
DP2OYT,13.878166666666667,35.4435
DP2IMJ,14.149666666666665,35.8135
M2MOB1,13.804166666666665,32.45016666666666
DP2RKO,13.856166666666667,34.780166666666666
GS.HGM,13.965166666666667,33.8735
GS.TSS,13.559,32.7585
GS.UWA,13.515666666666666,33.40683333333333
GS.MRT,13.822999999999999,33.3035
GS.KST,13.9195,33.551833333333335
GS.MAT,13.473,33.923500000000004
GS.KOC,13.649166666666668,33.5535
GS.ANK,13.8215,34.0085
GS.SSK,13.672666666666668,33.44683333333333
KU.OMT,13.153666666666666,33.07183333333334
KU.NMZ,13.688666666666666,32.73683333333334
KU.TAI,13.119666666666667,33.26016666666667
KU.TKD,13.254333333333333,32.82683333333334
KU.USB,13.025666666666666,32.2635
KU.SBR,13.103166666666667,33.55683333333333
KU.STO,13.217333333333334,32.35516666666667
KU.FUK,13.4905,32.728500000000004
G.YOSM,13.134166666666667,32.161833333333334
G.SIBI,13.050333333333333,32.015166666666666
KU.MSK,13.225166666666667,32.8235
KU.TMO,13.032666666666668,32.636833333333335
KU.KMP,13.172666666666668,32.846833333333336
KU.ITK,13.171666666666667,32.540166666666664
KU.SMT,13.161000000000001,32.57683333333333
KU.SGS,13.271833333333333,33.37016666666667
KU.NKT,13.323,33.50183333333334
KU.HIR,13.69,33.496833333333335
KU.KTK,13.084666666666667,33.8335
G.KOSK,13.591333333333333,31.7235
G.TKAO,13.248333333333333,31.980166666666666
G.CHOY,13.108500000000001,31.426833333333335
G.NAGT,13.110833333333334,30.476833333333335
G.KUSM,13.328333333333333,31.573500000000003
G.SATA,13.223666666666666,31.186833333333333
G.KURO,13.670666666666667,30.880166666666664
G.TKAK,13.183,31.6585
KU.NMO,13.687,32.731833333333334
KU.FKS,13.139166666666668,33.81183333333333
KU.FKK,13.071333333333333,33.6385
DP.AIN,13.0695,33.8585
KU.FKG,13.086333333333334,33.73016666666666
KU2FKS,13.141,33.820166666666665
E.KWRK,13.14,32.94683333333333
E.KMZK,13.2085,32.665166666666664
KU.KSG,13.178333333333333,33.555166666666665
KU.FHH,13.161999999999999,33.67016666666667
KU.NOK,13.153666666666668,33.658500000000004
N.FRNH,14.374166666666667,43.39683333333333
N.SFSH,14.408666666666667,45.3635
N.SFNH,14.451833333333333,45.346833333333336
N.FGSH,14.411000000000001,43.7985
N.FGNH,14.492666666666667,43.8935
N.NUMH,14.356333333333334,43.853500000000004
N.SMPH,14.5395,43.106833333333334
N.OREH,14.378666666666666,44.22683333333334
N.ORWH,14.354333333333333,44.1035
N.WNEH,14.297333333333333,45.353500000000004
N.WNWH,14.35,45.28183333333333
N.TSOH,14.341833333333334,44.9985
N.HNBH,14.412833333333333,45.01683333333333
N.EBTH,14.385333333333332,44.6585
N.HONH,14.492666666666667,44.4035
N.HOCH,14.474666666666668,44.26016666666667
N.HOSH,14.459166666666667,44.1435
N.NYRH,14.439,44.47683333333333
N.SWWH,14.513666666666666,44.371833333333335
N.BFEH,14.456999999999999,44.558499999999995
N.BFWH,14.455833333333333,44.53183333333334
N.BFNH,14.487,44.7235
N.SWEH,14.499,44.356833333333334
N.TYRH,14.570333333333334,42.9135
N.HBTH,14.668666666666667,43.1635
N.MMRH,14.560333333333332,42.970166666666664
N.AYEH,14.648333333333333,43.52183333333333
N.RKBH,14.583,43.4835
N.AYWH,14.631666666666666,43.3085
N.TKIH,14.652,42.515166666666666
N.SKSH,14.501,43.238499999999995
N.OPWH,14.526333333333334,44.4835
N.SRMH,14.695500000000001,44.2135
N.MMBH,14.709,44.0435
N.SYSH,14.874166666666666,44.02183333333333
N.STKH,14.586166666666667,43.993500000000004
N.BHRH,14.700333333333333,43.7785
N.OKEH,14.56,43.651833333333336
N.RBSH,14.651333333333334,43.8185
N.KMZH,14.824,43.91683333333334
N.SYNH,14.91,44.1935
N.YBNH,14.670166666666667,44.346833333333336
N.OPEH,14.590666666666667,44.3935
N.OUMH,14.427666666666665,44.62683333333333
N.TUNH,14.576666666666666,44.27016666666666
N.TUSH,14.511166666666666,44.246833333333335
N.SNSH,14.734166666666667,43.00683333333333
N.NSTH,14.883166666666666,43.558499999999995
N.BKEH,14.955666666666668,43.5285
N.BKWH,14.868833333333333,43.45016666666667
N.ANSH,14.789499999999999,43.24183333333333
N.TRSH,14.844166666666666,43.1585
N.TREH,14.795166666666667,43.250166666666665
N.TRWH,14.7505,43.30683333333333
N.ANNH,14.751,43.46183333333333
N.SCSH,14.747,43.3385
N.SCNH,14.8445,43.3985
N.SNNH,14.643666666666666,43.253499999999995
N.STNH,14.858,43.801833333333335
N.STSH,14.8785,43.77183333333333
N.MSAH,14.3145,43.35016666666667
N.SSTH,14.369,43.2535
N.TOBH,14.300333333333333,43.48683333333333
N.BREH,14.438666666666666,42.761833333333335
N.MBEH,14.3855,42.6835
N.BRWH,14.413,42.731833333333334
N.KYMH,14.373,43.13683333333333
N.SUGH,14.325666666666667,43.6385
N.YUBH,14.341833333333334,43.08016666666667
N.NCPH,14.427999999999999,42.72683333333334
N.SZNH,14.390500000000001,42.4985
N.SOIH,14.216333333333333,42.6785
N.CTSH,14.3565,42.930166666666665
N.AMAH,14.280833333333334,42.786833333333334
N.OIWH,14.385833333333332,42.9385
N.HOBH,14.461833333333335,42.9135
N.MBWH,14.371500000000001,42.62683333333333
N.BEEH,14.484,43.5385
N.BEWH,14.424000000000001,43.6135
N.NFRH,14.407833333333333,43.39183333333333
N.HTBH,14.464,45.10183333333333
N.ONPH,14.4375,44.845166666666664
N.UNSH,14.487166666666667,44.8335
N.UNNH,14.520166666666666,44.92016666666667
N.NTBH,14.408,44.98683333333333
N.NAWH,14.386166666666668,44.76683333333333
N.TYTH,14.349833333333333,45.118500000000004
N.WNNH,14.301666666666666,45.533500000000004
N.WSMH,14.466666666666667,44.0535
N.HNKH,14.950166666666668,43.283500000000004
N.SHZH,14.466333333333333,42.941833333333335
N.SKNH,14.528166666666666,43.33683333333334
N.KKAH,14.499,43.89683333333333
N.SAMH,14.499666666666666,42.280166666666666
N.FBRH,14.172833333333333,43.24183333333333
N.TOMH,14.051333333333334,43.083499999999994
N.AGWH,14.219833333333334,43.091833333333334
N.MRRH,14.168333333333333,42.51683333333333
N.CCNH,14.2225,42.95183333333333
N.KYOH,14.172,43.0585
N.RNKH,14.183166666666667,42.9585
N.MKRH,14.208333333333334,42.88016666666667
N.KMBH,14.226666666666667,42.780166666666666
N.KMNH,14.184166666666666,42.70516666666667
N.TURH,14.215,42.71516666666667
N.OHTH,14.231,42.776833333333336
N.SMMH,14.155666666666667,42.89683333333333
N.KAIH,14.183166666666667,41.8735
N.SRUH,14.120666666666667,41.72683333333334
N.KHYH,14.717833333333333,42.50183333333334
N.KUMH,14.004,42.1435
N.ASBH,14.158333333333335,42.0085
N.KSRF,14.851833333333333,43.12016666666667
N.NOPF,14.521666666666667,44.368500000000004
N.SNDH,14.246833333333335,38.300333333333334
N.KGSH,14.1785,39.32866666666666
N.SMTH,14.257499999999999,39.30866666666667
N.KMIH,14.389999999999999,39.342
N.ICEH,14.168,38.99033333333333
N.ICWH,14.113166666666666,39.090333333333334
N.FSWH,14.217833333333333,39.00366666666667
N.RZTH,14.248666666666667,39.157
N.KJSH,14.278666666666666,40.112
N.HMNH,14.166833333333333,39.50866666666667
N.TOUH,14.318166666666666,39.340333333333334
N.NHEH,14.209,40.28366666666667
N.NHWH,14.1875,40.362
N.YHBH,14.2595,39.748666666666665
N.KJNH,14.349833333333333,40.287
N.KRMH,14.2875,40.30533333333333
N.KHEH,14.291166666666665,40.18366666666667
N.IHEH,14.208166666666667,40.212
N.IWZH,14.368666666666666,39.82033333333333
N.TROH,14.325333333333333,39.83533333333333
N.KANH,14.314333333333334,39.742
N.KASH,14.244166666666667,39.580333333333336
N.YMDH,14.350333333333333,39.53366666666667
N.HMSH,14.213999999999999,39.43366666666667
N.SZKH,14.1965,39.737
N.TMYH,14.249333333333333,39.900333333333336
N.ASRH,14.202833333333334,40.192
N.KZMH,14.265833333333333,39.998666666666665
N.IWNH,14.094166666666668,38.23366666666667
N.YMMH,14.142333333333333,38.01199999999999
N.TOWH,14.342,38.81033333333333
N.NRKH,14.201333333333334,38.937000000000005
N.TAJH,14.237666666666666,38.657000000000004
N.ONDH,14.180333333333333,38.69366666666667
N.KKWH,14.354333333333333,38.957
N.SISH,14.152666666666667,38.092
N.KWSH,14.1905,38.302
N.YGTH,14.107666666666667,38.29033333333333
N.TDOH,14.0805,38.392
N.NKEH,14.124833333333333,38.507
N.NKWH,14.741666666666667,38.410333333333334
N.YWTH,14.033333333333333,39.002
N.ASAH,14.660666666666666,38.50366666666667
N.TCKH,14.0055,38.657
N.TZWH,14.028,38.89866666666667
N.FGTH,14.074333333333334,38.807
N.MGMH,14.104666666666667,38.832
N.KMYH,14.147833333333335,38.21366666666667
N.THTH,14.033666666666667,38.08366666666667
N.YNZH,14.027833333333334,38.010333333333335
N.NYOH,14.155333333333333,38.135333333333335
N.ONIH,14.701666666666666,38.032000000000004
N.KWAH,14.1075,39.733666666666664
N.GJOH,14.072166666666668,40.05533333333333
N.YJMH,14.128333333333334,39.27366666666667
N.CHKH,14.168500000000002,39.11866666666667
N.FSTH,14.084166666666668,40.33866666666667
N.OGAH,14.662333333333333,40.00366666666667
N.NSEH,14.161666666666667,39.62533333333333
N.NSBH,14.048166666666667,39.65033333333333
N.NSNH,14.129000000000001,39.946999999999996
N.NSSH,14.122166666666667,39.78366666666667
N.OMRH,14.086833333333333,39.39866666666667
N.HNRH,14.112833333333333,39.24033333333333
N.YUZH,14.171,39.26199999999999
N.OGCH,14.195166666666667,39.102000000000004
N.ODTH,14.131166666666667,40.302
N.TSRH,14.159666666666666,40.355333333333334
N.ANIH,14.107166666666666,40.11866666666667
N.KOSH,14.089500000000001,40.51366666666667
N.KZNH,14.208333333333334,40.172
N.AOMH,14.075833333333334,40.873666666666665
N.HHEH,14.311833333333333,40.69366666666667
N.TWEH,14.321333333333333,40.597
N.NHJH,14.27,40.91366666666667
N.RKSH,14.240499999999999,41.11366666666667
N.SAIH,14.106666666666667,41.44866666666667
N.KUCH,14.239666666666666,41.24033333333333
N.OOMH,14.162666666666667,41.623666666666665
N.TTKH,14.181166666666666,40.412
N.NWAH,14.203999999999999,40.592
N.TWWH,14.245000000000001,40.70033333333334
N.SHGH,14.258999999999999,40.57366666666667
N.AJSH,14.162166666666668,40.86866666666667
N.FKUH,14.023333333333333,40.852000000000004
N.KRIH,14.214666666666668,40.692
N.IKIH,14.049666666666667,40.650333333333336
N.OWNH,14.1065,40.492000000000004
N.NYAH,14.122666666666667,40.68866666666666
N.KRYH,14.126333333333333,37.38033333333333
N.MRUH,14.088000000000001,37.54366666666667
N.IWWH,14.135333333333334,37.102000000000004
N.FKSH,14.076666666666666,37.892
N.HTAH,14.120333333333335,37.21866666666667
N.YBKH,14.038666666666666,37.207
N.NGUH,14.093,37.266999999999996
N.IWEH,14.220166666666668,37.11366666666667
N.NNMH,14.064333333333334,37.422
N.MKJH,14.122666666666666,37.50366666666667
N.NMEH,14.237166666666667,37.562
N.KMAH,14.147333333333334,37.787
N.INAH,14.569833333333333,37.22366666666667
N.TDMH,14.664666666666665,37.422000000000004
N.HMTH,14.5755,37.10366666666667
N.SMGH,14.6225,37.29366666666667
N.ATKH,14.632166666666667,37.867000000000004
N.TSTH,14.653333333333332,37.678666666666665
N.NAZH,14.615,37.815333333333335
N.INWH,14.0235,37.762
N.ATDH,14.712666666666667,37.45866666666667
N.KAKH,14.208833333333333,38.65866666666667
N.SZGH,14.309333333333333,38.717
N.ICGH,14.161166666666666,39.06366666666667
N.YZMH,14.087833333333332,39.04866666666667
N.IW2H,14.114,39.095333333333336
N.MSRH,14.284333333333333,38.843666666666664
N.RIFH,14.205166666666667,38.400333333333336
N.TYSF,14.309833333333334,39.472
N.GJMF,14.111333333333333,40.00533333333333
N.HROF,14.127666666666666,37.297000000000004
N.KSKF,14.133333333333335,38.33533333333333
N.KSNF,14.246833333333333,39.062000000000005
N.MMAF,14.110666666666667,41.26866666666667
N.TMRF,14.249833333333333,41.117000000000004
N.OBMH,13.96,35.52366666666667
N.MIKH,13.952666666666666,35.637
N.TRGH,14.030333333333333,35.690333333333335
N.TKHH,14.0175,35.557
N.IZUH,14.099,36.01533333333333
N.TBTH,14.190666666666667,36.78033333333333
N.OKCH,14.116666666666667,36.266999999999996
N.SHKH,14.220666666666666,37.083666666666666
N.AMZH,14.218833333333334,37.27366666666667
N.UCUH,14.260333333333334,37.458666666666666
N.YGDH,14.208,37.49366666666667
N.TGIH,14.117666666666667,37.251999999999995
N.SUZH,14.301,37.617
N.TOGH,14.205833333333333,36.507
N.UOZH,14.3355,36.86366666666667
N.MSTH,14.275833333333333,36.292
N.TKSH,14.4325,36.30866666666667
N.MMKH,14.513,35.997
N.TKGH,14.293333333333333,35.64366666666667
N.HRYH,14.342833333333333,35.39533333333333
N.KSOH,14.3335,36.082
N.EIHH,14.061666666666667,36.205333333333336
N.OTAH,14.055666666666667,36.083666666666666
N.KNZH,14.185666666666668,36.650333333333336
N.IMIH,14.208333333333334,36.637
N.YTOH,14.326166666666666,36.612
N.DMOH,14.2045,36.842000000000006
N.HIMH,14.177666666666667,36.917
N.TOYH,14.279166666666667,36.84366666666667
